0	0	0	0	0	0
256	0	0	184	1	0
512	0	0	378	3	0
768	0	0	585	4	0
1024	0	0	790	6	0
1280	0	0	990	7	0
1536	0	0	1196	9	0
1792	0	0	1413	10	0
2048	0	0	1624	11	0
2303	0	0	1827	13	0
2559	0	0	2063	13	0
2815	0	0	2278	15	0
3071	0	0	2488	16	0
3327	0	0	2698	17	0
3583	0	0	2909	18	0
3839	0	0	3139	19	0
4095	0	0	3355	20	0
0	256	0	17	205	2
256	256	0	206	209	2
512	256	0	405	212	2
768	256	0	614	213	1
1024	256	0	821	216	1
1280	256	0	1025	217	1
1536	256	0	1233	219	1
1792	256	0	1451	220	1
2048	256	0	1666	221	1
2303	256	0	1867	223	1
2559	256	0	2104	224	2
2815	256	0	2320	226	1
3071	256	0	2534	227	1
3327	256	0	2744	228	0
3583	256	0	2958	229	0
3839	256	0	3190	230	0
4095	256	0	3406	231	0
0	512	0	35	411	4
256	512	0	224	417	3
512	512	0	424	418	3
768	512	0	635	419	3
1024	512	0	842	422	3
1280	512	0	1046	423	3
1536	512	0	1258	425	3
1792	512	0	1475	426	3
2048	512	0	1685	429	3
2303	512	0	1885	431	3
2559	512	0	2129	433	3
2815	512	0	2343	435	2
3071	512	0	2558	436	2
3327	512	0	2767	438	2
3583	512	0	2984	440	2
3839	512	0	3212	442	2
4095	512	0	3429	442	2
0	768	0	52	634	5
256	768	0	242	642	5
512	768	0	444	644	5
768	768	0	656	647	5
1024	768	0	862	649	5
1280	768	0	1066	650	5
1536	768	0	1280	653	5
1792	768	0	1497	655	5
2048	768	0	1706	657	5
2303	768	0	1913	659	4
2559	768	0	2156	661	4
2815	768	0	2366	663	4
3071	768	0	2581	663	4
3327	768	0	2790	667	4
3583	768	0	3007	669	4
3839	768	0	3231	671	4
4095	768	0	3448	672	4
0	1024	0	70	850	7
256	1024	0	262	857	7
512	1024	0	463	860	7
768	1024	0	676	862	7
1024	1024	0	882	865	7
1280	1024	0	1086	867	7
1536	1024	0	1301	869	7
1792	1024	0	1517	871	6
2048	1024	0	1727	874	6
2303	1024	0	1935	875	6
2559	1024	0	2175	877	6
2815	1024	0	2386	880	6
3071	1024	0	2602	880	6
3327	1024	0	2809	883	6
3583	1024	0	3029	884	6
3839	1024	0	3253	886	6
4095	1024	0	3472	888	6
0	1280	0	87	1072	9
256	1280	0	280	1080	9
512	1280	0	483	1083	9
768	1280	0	696	1085	9
1024	1280	0	903	1090	9
1280	1280	0	1107	1092	8
1536	1280	0	1323	1095	8
1792	1280	0	1538	1097	8
2048	1280	0	1746	1099	8
2303	1280	0	1959	1101	8
2559	1280	0	2196	1104	8
2815	1280	0	2406	1106	8
3071	1280	0	2621	1105	8
3327	1280	0	2829	1109	8
3583	1280	0	3052	1111	8
3839	1280	0	3275	1114	7
4095	1280	0	3492	1115	7
0	1536	0	105	1305	11
256	1536	0	300	1312	11
512	1536	0	504	1316	11
768	1536	0	715	1317	10
1024	1536	0	921	1320	10
1280	1536	0	1127	1323	10
1536	1536	0	1345	1326	10
1792	1536	0	1559	1328	10
2048	1536	0	1766	1332	10
2303	1536	0	1982	1335	10
2559	1536	0	2216	1337	10
2815	1536	0	2425	1338	10
3071	1536	0	2642	1338	10
3327	1536	0	2851	1343	9
3583	1536	0	3075	1345	9
3839	1536	0	3297	1348	9
4095	1536	0	3513	1349	9
0	1792	0	123	1535	13
256	1792	0	318	1544	13
512	1792	0	523	1545	12
768	1792	0	735	1547	12
1024	1792	0	941	1551	12
1280	1792	0	1146	1552	12
1536	1792	0	1366	1555	12
1792	1792	0	1578	1556	12
2048	1792	0	1784	1559	12
2303	1792	0	2002	1561	12
2559	1792	0	2234	1563	12
2815	1792	0	2445	1564	11
3071	1792	0	2664	1567	11
3327	1792	0	2870	1571	11
3583	1792	0	3094	1573	11
3839	1792	0	3315	1575	11
4095	1792	0	3533	1576	11
0	2048	0	141	1763	14
256	2048	0	338	1771	14
512	2048	0	544	1774	14
768	2048	0	755	1777	14
1024	2048	0	960	1779	14
1280	2048	0	1166	1781	14
1536	2048	0	1389	1784	14
1792	2048	0	1598	1784	14
2048	2048	0	1804	1786	14
2303	2048	0	2026	1788	13
2559	2048	0	2255	1791	13
2815	2048	0	2467	1793	13
3071	2048	0	2683	1796	13
3327	2048	0	2889	1800	13
3583	2048	0	3116	1800	13
3839	2048	0	3337	1803	13
4095	2048	0	3555	1804	12
0	2303	0	158	2010	16
256	2303	0	356	2017	16
512	2303	0	564	2020	16
768	2303	0	774	2024	16
1024	2303	0	980	2025	16
1280	2303	0	1188	2028	16
1536	2303	0	1410	2030	16
1792	2303	0	1618	2029	15
2048	2303	0	1823	2034	15
2303	2303	0	2050	2037	15
2559	2303	0	2276	2039	15
2815	2303	0	2489	2040	15
3071	2303	0	2702	2043	15
3327	2303	0	2912	2049	15
3583	2303	0	3137	2050	15
3839	2303	0	3358	2054	15
4095	2303	0	3575	2057	15
0	2559	0	176	2246	17
256	2559	0	375	2253	17
512	2559	0	585	2256	17
768	2559	0	794	2259	17
1024	2559	0	1000	2262	17
1280	2559	0	1209	2264	17
1536	2559	0	1431	2264	16
1792	2559	0	1639	2266	16
2048	2559	0	1844	2270	17
2303	2559	0	2075	2272	17
2559	2559	0	2297	2275	17
2815	2559	0	2511	2276	17
3071	2559	0	2723	2280	17
3327	2559	0	2933	2284	17
3583	2559	0	3157	2284	16
3839	2559	0	3379	2287	15
4095	2559	0	3596	2290	15
0	2815	0	195	2479	19
256	2815	0	395	2484	19
512	2815	0	605	2486	19
768	2815	0	814	2491	19
1024	2815	0	1020	2495	19
1280	2815	0	1231	2497	19
1536	2815	0	1451	2497	18
1792	2815	0	1661	2501	19
2048	2815	0	1864	2505	18
2303	2815	0	2097	2506	19
2559	2815	0	2319	2509	18
2815	2815	0	2532	2510	18
3071	2815	0	2745	2513	19
3327	2815	0	2957	2516	18
3583	2815	0	3182	2519	17
3839	2815	0	3402	2520	18
4095	2815	0	3617	2524	17
0	3071	0	212	2706	21
256	3071	0	414	2709	21
512	3071	0	625	2711	20
768	3071	0	834	2716	20
1024	3071	0	1040	2719	20
1280	3071	0	1253	2722	20
1536	3071	0	1472	2726	20
1792	3071	0	1681	2729	20
2048	3071	0	1884	2732	20
2303	3071	0	2122	2734	20
2559	3071	0	2340	2736	20
2815	3071	0	2554	2736	19
3071	3071	0	2765	2740	19
3327	3071	0	2980	2744	19
3583	3071	0	3203	2746	19
3839	3071	0	3422	2747	20
4095	3071	0	3638	2752	19
0	3327	0	231	2944	22
256	3327	0	433	2948	22
512	3327	0	646	2951	22
768	3327	0	853	2954	22
1024	3327	0	1060	2957	22
1280	3327	0	1275	2961	22
1536	3327	0	1492	2963	22
1792	3327	0	1701	2966	22
2048	3327	0	1904	2969	22
2303	3327	0	2144	2971	21
2559	3327	0	2359	2972	21
2815	3327	0	2574	2975	21
3071	3327	0	2786	2979	21
3327	3327	0	3002	2983	21
3583	3327	0	3224	2985	21
3839	3327	0	3444	2987	21
4095	3327	0	3658	2991	21
0	3583	0	250	3196	24
256	3583	0	453	3199	24
512	3583	0	667	3200	24
768	3583	0	873	3204	24
1024	3583	0	1081	3208	24
1280	3583	0	1297	3211	24
1536	3583	0	1513	3212	24
1792	3583	0	1720	3214	23
2048	3583	0	1925	3216	23
2303	3583	0	2167	3221	23
2559	3583	0	2381	3223	23
2815	3583	0	2597	3225	23
3071	3583	0	2807	3229	23
3327	3583	0	3023	3231	23
3583	3583	0	3246	3234	23
3839	3583	0	3465	3237	23
4095	3583	0	3679	3240	23
0	3839	0	269	3433	26
256	3839	0	474	3436	26
512	3839	0	688	3438	26
768	3839	0	894	3443	26
1024	3839	0	1101	3445	26
1280	3839	0	1317	3448	26
1536	3839	0	1532	3451	25
1792	3839	0	1739	3454	25
2048	3839	0	1949	3455	25
2303	3839	0	2191	3461	25
2559	3839	0	2402	3463	25
2815	3839	0	2617	3464	25
3071	3839	0	2826	3468	25
3327	3839	0	3044	3470	25
3583	3839	0	3268	3473	25
3839	3839	0	3486	3475	24
4095	3839	0	3702	3478	24
0	4095	0	288	3675	27
256	4095	0	494	3680	27
512	4095	0	708	3683	27
768	4095	0	914	3688	28
1024	4095	0	1120	3690	27
1280	4095	0	1339	3691	27
1536	4095	0	1553	3695	27
1792	4095	0	1760	3699	27
2048	4095	0	1973	3701	27
2303	4095	0	2211	3704	27
2559	4095	0	2421	3708	26
2815	4095	0	2639	3710	26
3071	4095	0	2846	3713	26
3327	4095	0	3064	3714	26
3583	4095	0	3287	3718	26
3839	4095	0	3506	3721	26
4095	4095	0	3723	3724	26
0	0	256	11	2	222
256	0	256	211	4	222
512	0	256	418	5	222
768	0	256	635	7	223
1024	0	256	848	8	224
1280	0	256	1059	10	224
1536	0	256	1275	11	224
1792	0	256	1496	12	223
2048	0	256	1714	14	223
2303	0	256	1920	15	223
2559	0	256	2162	17	223
2815	0	256	2385	17	223
3071	0	256	2603	18	223
3327	0	256	2819	20	223
3583	0	256	3036	21	223
3839	0	256	3271	22	223
4095	0	256	3491	23	222
0	256	256	30	222	219
256	256	256	233	227	223
512	256	256	444	230	223
768	256	256	664	233	224
1024	256	256	878	234	225
1280	256	256	1091	236	233
1536	256	256	1310	237	233
1792	256	256	1535	238	233
2048	256	256	1752	240	233
2303	256	256	1961	242	233
2559	256	256	2206	243	233
2815	256	256	2427	244	233
3071	256	256	2646	246	233
3327	256	256	2863	247	233
3583	256	256	3085	248	232
3839	256	256	3316	249	233
4095	256	256	3539	250	232
0	512	256	48	438	231
256	512	256	253	446	234
512	512	256	464	448	234
768	512	256	685	450	234
1024	512	256	901	452	235
1280	512	256	1114	454	235
1536	512	256	1333	456	235
1792	512	256	1556	458	235
2048	512	256	1774	460	235
2303	512	256	1987	463	235
2559	512	256	2233	465	235
2815	512	256	2449	466	235
3071	512	256	2669	468	235
3327	512	256	2885	469	234
3583	512	256	3107	471	235
3839	512	256	3341	473	235
4095	512	256	3565	474	234
0	768	256	68	675	234
256	768	256	274	682	237
512	768	256	485	685	238
768	768	256	707	688	238
1024	768	256	922	689	238
1280	768	256	1135	692	238
1536	768	256	1358	694	238
1792	768	256	1581	697	238
2048	768	256	1796	698	238
2303	768	256	2009	699	238
2559	768	256	2256	702	237
2815	768	256	2470	706	237
3071	768	256	2692	707	237
3327	768	256	2908	710	237
3583	768	256	3134	712	236
3839	768	256	3363	714	237
4095	768	256	3585	715	237
0	1024	256	87	899	237
256	1024	256	293	907	240
512	1024	256	505	911	240
768	1024	256	727	913	240
1024	1024	256	942	915	241
1280	1024	256	1156	918	240
1536	1024	256	1380	920	240
1792	1024	256	1602	923	241
2048	1024	256	1816	925	241
2303	1024	256	2034	927	240
2559	1024	256	2277	928	240
2815	1024	256	2491	930	240
3071	1024	256	2715	932	239
3327	1024	256	2932	936	239
3583	1024	256	3157	939	240
3839	1024	256	3385	940	240
4095	1024	256	3610	943	239
0	1280	256	106	1130	241
256	1280	256	314	1140	243
512	1280	256	527	1143	243
768	1280	256	748	1146	243
1024	1280	256	962	1149	244
1280	1280	256	1177	1153	244
1536	1280	256	1401	1154	243
1792	1280	256	1623	1157	243
2048	1280	256	1837	1159	243
2303	1280	256	2058	1161	242
2559	1280	256	2297	1164	242
2815	1280	256	2514	1165	242
3071	1280	256	2738	1168	242
3327	1280	256	2954	1171	242
3583	1280	256	3180	1174	241
3839	1280	256	3407	1177	242
4095	1280	256	3630	1179	240
0	1536	256	125	1369	243
256	1536	256	333	1379	245
512	1536	256	548	1383	245
768	1536	256	768	1385	245
1024	1536	256	984	1389	246
1280	1536	256	1198	1391	244
1536	1536	256	1424	1394	244
1792	1536	256	1644	1398	244
2048	1536	256	1856	1400	244
2303	1536	256	2080	1404	244
2559	1536	256	2319	1406	244
2815	1536	256	2537	1409	244
3071	1536	256	2760	1410	244
3327	1536	256	2972	1412	244
3583	1536	256	3201	1415	243
3839	1536	256	3428	1417	242
4095	1536	256	3650	1419	242
0	1792	256	144	1606	246
256	1792	256	353	1614	247
512	1792	256	569	1618	247
768	1792	256	789	1621	246
1024	1792	256	1003	1623	246
1280	1792	256	1217	1626	246
1536	1792	256	1447	1630	246
1792	1792	256	1664	1632	246
